BY,Species,Stock,Region,Area,Spawners,Recruits,ID
1963,Sockeye,Nuyakuk,Bristol Bay,North,167,232,SockeyeNuyakukBristol BayNorth
1964,Sockeye,Nuyakuk,Bristol Bay,North,103,86,SockeyeNuyakukBristol BayNorth
1965,Sockeye,Nuyakuk,Bristol Bay,North,203,779,SockeyeNuyakukBristol BayNorth
1966,Sockeye,Nuyakuk,Bristol Bay,North,161,663,SockeyeNuyakukBristol BayNorth
1967,Sockeye,Nuyakuk,Bristol Bay,North,20,83,SockeyeNuyakukBristol BayNorth
1968,Sockeye,Nuyakuk,Bristol Bay,North,97,238,SockeyeNuyakukBristol BayNorth
1969,Sockeye,Nuyakuk,Bristol Bay,North,70,133,SockeyeNuyakukBristol BayNorth
1970,Sockeye,Nuyakuk,Bristol Bay,North,365,1068,SockeyeNuyakukBristol BayNorth
1971,Sockeye,Nuyakuk,Bristol Bay,North,224,959,SockeyeNuyakukBristol BayNorth
1972,Sockeye,Nuyakuk,Bristol Bay,North,29,536,SockeyeNuyakukBristol BayNorth
1973,Sockeye,Nuyakuk,Bristol Bay,North,110,1155,SockeyeNuyakukBristol BayNorth
1974,Sockeye,Nuyakuk,Bristol Bay,North,155,373,SockeyeNuyakukBristol BayNorth
1975,Sockeye,Nuyakuk,Bristol Bay,North,670,5406,SockeyeNuyakukBristol BayNorth
1976,Sockeye,Nuyakuk,Bristol Bay,North,425,3709,SockeyeNuyakukBristol BayNorth
1977,Sockeye,Nuyakuk,Bristol Bay,North,233,2393,SockeyeNuyakukBristol BayNorth
1978,Sockeye,Nuyakuk,Bristol Bay,North,577,914,SockeyeNuyakukBristol BayNorth
1979,Sockeye,Nuyakuk,Bristol Bay,North,360,1411,SockeyeNuyakukBristol BayNorth
1980,Sockeye,Nuyakuk,Bristol Bay,North,3027,752,SockeyeNuyakukBristol BayNorth
1981,Sockeye,Nuyakuk,Bristol Bay,North,834,1723,SockeyeNuyakukBristol BayNorth
1982,Sockeye,Nuyakuk,Bristol Bay,North,538,560,SockeyeNuyakukBristol BayNorth
1983,Sockeye,Nuyakuk,Bristol Bay,North,319,-1,SockeyeNuyakukBristol BayNorth
1984,Sockeye,Nuyakuk,Bristol Bay,North,473,-1,SockeyeNuyakukBristol BayNorth
1985,Sockeye,Nuyakuk,Bristol Bay,North,429,-1,SockeyeNuyakukBristol BayNorth
1956,Sockeye,Togiak,Bristol Bay,North,225,461,SockeyeTogiakBristol BayNorth
1957,Sockeye,Togiak,Bristol Bay,North,25,182,SockeyeTogiakBristol BayNorth
1958,Sockeye,Togiak,Bristol Bay,North,72,270,SockeyeTogiakBristol BayNorth
1959,Sockeye,Togiak,Bristol Bay,North,210,296,SockeyeTogiakBristol BayNorth
1960,Sockeye,Togiak,Bristol Bay,North,163,541,SockeyeTogiakBristol BayNorth
1961,Sockeye,Togiak,Bristol Bay,North,122,340,SockeyeTogiakBristol BayNorth
1962,Sockeye,Togiak,Bristol Bay,North,62,170,SockeyeTogiakBristol BayNorth
1963,Sockeye,Togiak,Bristol Bay,North,116,152,SockeyeTogiakBristol BayNorth
1964,Sockeye,Togiak,Bristol Bay,North,105,175,SockeyeTogiakBristol BayNorth
1965,Sockeye,Togiak,Bristol Bay,North,96,406,SockeyeTogiakBristol BayNorth
1966,Sockeye,Togiak,Bristol Bay,North,104,642,SockeyeTogiakBristol BayNorth
1967,Sockeye,Togiak,Bristol Bay,North,81,181,SockeyeTogiakBristol BayNorth
1968,Sockeye,Togiak,Bristol Bay,North,50,263,SockeyeTogiakBristol BayNorth
1969,Sockeye,Togiak,Bristol Bay,North,117,216,SockeyeTogiakBristol BayNorth
1970,Sockeye,Togiak,Bristol Bay,North,203,408,SockeyeTogiakBristol BayNorth
1971,Sockeye,Togiak,Bristol Bay,North,200,558,SockeyeTogiakBristol BayNorth
1972,Sockeye,Togiak,Bristol Bay,North,79,304,SockeyeTogiakBristol BayNorth
1973,Sockeye,Togiak,Bristol Bay,North,107,654,SockeyeTogiakBristol BayNorth
1974,Sockeye,Togiak,Bristol Bay,North,104,704,SockeyeTogiakBristol BayNorth
1975,Sockeye,Togiak,Bristol Bay,North,181,1200,SockeyeTogiakBristol BayNorth
1976,Sockeye,Togiak,Bristol Bay,North,189,1069,SockeyeTogiakBristol BayNorth
1977,Sockeye,Togiak,Bristol Bay,North,163,884,SockeyeTogiakBristol BayNorth
1978,Sockeye,Togiak,Bristol Bay,North,306,682,SockeyeTogiakBristol BayNorth
1979,Sockeye,Togiak,Bristol Bay,North,198,583,SockeyeTogiakBristol BayNorth
1980,Sockeye,Togiak,Bristol Bay,North,527,305,SockeyeTogiakBristol BayNorth
1981,Sockeye,Togiak,Bristol Bay,North,307,345,SockeyeTogiakBristol BayNorth
1982,Sockeye,Togiak,Bristol Bay,North,289,425,SockeyeTogiakBristol BayNorth
1983,Sockeye,Togiak,Bristol Bay,North,213,1246,SockeyeTogiakBristol BayNorth
1984,Sockeye,Togiak,Bristol Bay,North,151,170,SockeyeTogiakBristol BayNorth
1985,Sockeye,Togiak,Bristol Bay,North,153,377,SockeyeTogiakBristol BayNorth
1986,Sockeye,Togiak,Bristol Bay,North,203,786,SockeyeTogiakBristol BayNorth
1987,Sockeye,Togiak,Bristol Bay,North,278,896,SockeyeTogiakBristol BayNorth
1988,Sockeye,Togiak,Bristol Bay,North,309,619,SockeyeTogiakBristol BayNorth
1989,Sockeye,Togiak,Bristol Bay,North,104,546.17,SockeyeTogiakBristol BayNorth
1990,Sockeye,Togiak,Bristol Bay,North,166,693.96,SockeyeTogiakBristol BayNorth
1991,Sockeye,Togiak,Bristol Bay,North,254,683.9,SockeyeTogiakBristol BayNorth
1992,Sockeye,Togiak,Bristol Bay,North,210,275,SockeyeTogiakBristol BayNorth
1993,Sockeye,Togiak,Bristol Bay,North,189,323,SockeyeTogiakBristol BayNorth
1994,Sockeye,Togiak,Bristol Bay,North,174,254,SockeyeTogiakBristol BayNorth
1995,Sockeye,Togiak,Bristol Bay,North,211,1440,SockeyeTogiakBristol BayNorth
1996,Sockeye,Togiak,Bristol Bay,North,187,-1,SockeyeTogiakBristol BayNorth
1997,Sockeye,Togiak,Bristol Bay,North,152,-1,SockeyeTogiakBristol BayNorth
1998,Sockeye,Togiak,Bristol Bay,North,175,-1,SockeyeTogiakBristol BayNorth
1956,Sockeye,Ugashik,Bristol Bay,North,425,4132,SockeyeUgashikBristol BayNorth
1957,Sockeye,Ugashik,Bristol Bay,North,215,603,SockeyeUgashikBristol BayNorth
1958,Sockeye,Ugashik,Bristol Bay,North,280,679,SockeyeUgashikBristol BayNorth
1959,Sockeye,Ugashik,Bristol Bay,North,219,498,SockeyeUgashikBristol BayNorth
1960,Sockeye,Ugashik,Bristol Bay,North,2304,3032,SockeyeUgashikBristol BayNorth
1961,Sockeye,Ugashik,Bristol Bay,North,349,1113,SockeyeUgashikBristol BayNorth
1962,Sockeye,Ugashik,Bristol Bay,North,255,424,SockeyeUgashikBristol BayNorth
1963,Sockeye,Ugashik,Bristol Bay,North,388,148,SockeyeUgashikBristol BayNorth
1964,Sockeye,Ugashik,Bristol Bay,North,473,324,SockeyeUgashikBristol BayNorth
1965,Sockeye,Ugashik,Bristol Bay,North,997,538,SockeyeUgashikBristol BayNorth
1966,Sockeye,Ugashik,Bristol Bay,North,704,2315,SockeyeUgashikBristol BayNorth
1967,Sockeye,Ugashik,Bristol Bay,North,239,184,SockeyeUgashikBristol BayNorth
1968,Sockeye,Ugashik,Bristol Bay,North,71,40,SockeyeUgashikBristol BayNorth
1969,Sockeye,Ugashik,Bristol Bay,North,160,92,SockeyeUgashikBristol BayNorth
1970,Sockeye,Ugashik,Bristol Bay,North,735,295,SockeyeUgashikBristol BayNorth
1971,Sockeye,Ugashik,Bristol Bay,North,530,835,SockeyeUgashikBristol BayNorth
1972,Sockeye,Ugashik,Bristol Bay,North,79,258,SockeyeUgashikBristol BayNorth
1973,Sockeye,Ugashik,Bristol Bay,North,39,92,SockeyeUgashikBristol BayNorth
1974,Sockeye,Ugashik,Bristol Bay,North,62,724,SockeyeUgashikBristol BayNorth
1975,Sockeye,Ugashik,Bristol Bay,North,429,4116,SockeyeUgashikBristol BayNorth
1976,Sockeye,Ugashik,Bristol Bay,North,356,5309,SockeyeUgashikBristol BayNorth
1977,Sockeye,Ugashik,Bristol Bay,North,202,2693,SockeyeUgashikBristol BayNorth
1978,Sockeye,Ugashik,Bristol Bay,North,82,2064,SockeyeUgashikBristol BayNorth
1979,Sockeye,Ugashik,Bristol Bay,North,1707,6006,SockeyeUgashikBristol BayNorth
1980,Sockeye,Ugashik,Bristol Bay,North,3335,7782,SockeyeUgashikBristol BayNorth
1981,Sockeye,Ugashik,Bristol Bay,North,1328,7468,SockeyeUgashikBristol BayNorth
1982,Sockeye,Ugashik,Bristol Bay,North,1186,2508,SockeyeUgashikBristol BayNorth
1983,Sockeye,Ugashik,Bristol Bay,North,1001,1965,SockeyeUgashikBristol BayNorth
1984,Sockeye,Ugashik,Bristol Bay,North,1270,5459,SockeyeUgashikBristol BayNorth
1985,Sockeye,Ugashik,Bristol Bay,North,1006,2707,SockeyeUgashikBristol BayNorth
1986,Sockeye,Ugashik,Bristol Bay,North,1016,6787,SockeyeUgashikBristol BayNorth
1987,Sockeye,Ugashik,Bristol Bay,North,687,6823,SockeyeUgashikBristol BayNorth
1988,Sockeye,Ugashik,Bristol Bay,North,654,5712,SockeyeUgashikBristol BayNorth
1989,Sockeye,Ugashik,Bristol Bay,North,1713,4577.75,SockeyeUgashikBristol BayNorth
1990,Sockeye,Ugashik,Bristol Bay,North,749,4597.7,SockeyeUgashikBristol BayNorth
1991,Sockeye,Ugashik,Bristol Bay,North,2482,6122.16,SockeyeUgashikBristol BayNorth
1992,Sockeye,Ugashik,Bristol Bay,North,2195,2696,SockeyeUgashikBristol BayNorth
1993,Sockeye,Ugashik,Bristol Bay,North,1413,1086,SockeyeUgashikBristol BayNorth
1994,Sockeye,Ugashik,Bristol Bay,North,1095,1658,SockeyeUgashikBristol BayNorth
1995,Sockeye,Ugashik,Bristol Bay,North,1321,4685,SockeyeUgashikBristol BayNorth
1996,Sockeye,Ugashik,Bristol Bay,North,692,-1,SockeyeUgashikBristol BayNorth
1997,Sockeye,Ugashik,Bristol Bay,North,618,-1,SockeyeUgashikBristol BayNorth
1998,Sockeye,Ugashik,Bristol Bay,North,925,-1,SockeyeUgashikBristol BayNorth
1956,Sockeye,Wood,Bristol Bay,North,773,1472,SockeyeWoodBristol BayNorth
1957,Sockeye,Wood,Bristol Bay,North,289,449,SockeyeWoodBristol BayNorth
1958,Sockeye,Wood,Bristol Bay,North,960,2643,SockeyeWoodBristol BayNorth
1959,Sockeye,Wood,Bristol Bay,North,2209,1805,SockeyeWoodBristol BayNorth
1960,Sockeye,Wood,Bristol Bay,North,1016,2732,SockeyeWoodBristol BayNorth
1961,Sockeye,Wood,Bristol Bay,North,461,1495,SockeyeWoodBristol BayNorth
1962,Sockeye,Wood,Bristol Bay,North,874,1503,SockeyeWoodBristol BayNorth
1963,Sockeye,Wood,Bristol Bay,North,721,1427,SockeyeWoodBristol BayNorth
1964,Sockeye,Wood,Bristol Bay,North,1076,1219,SockeyeWoodBristol BayNorth
1965,Sockeye,Wood,Bristol Bay,North,675,1787,SockeyeWoodBristol BayNorth
1966,Sockeye,Wood,Bristol Bay,North,1209,2122,SockeyeWoodBristol BayNorth
1967,Sockeye,Wood,Bristol Bay,North,516,1090,SockeyeWoodBristol BayNorth
1968,Sockeye,Wood,Bristol Bay,North,649,1108,SockeyeWoodBristol BayNorth
1969,Sockeye,Wood,Bristol Bay,North,604,834,SockeyeWoodBristol BayNorth
1970,Sockeye,Wood,Bristol Bay,North,1162,2799,SockeyeWoodBristol BayNorth
1971,Sockeye,Wood,Bristol Bay,North,851,1301,SockeyeWoodBristol BayNorth
1972,Sockeye,Wood,Bristol Bay,North,431,1514,SockeyeWoodBristol BayNorth
1973,Sockeye,Wood,Bristol Bay,North,330,1484,SockeyeWoodBristol BayNorth
1974,Sockeye,Wood,Bristol Bay,North,1709,5164,SockeyeWoodBristol BayNorth
1975,Sockeye,Wood,Bristol Bay,North,1270,4784,SockeyeWoodBristol BayNorth
1976,Sockeye,Wood,Bristol Bay,North,817,5721,SockeyeWoodBristol BayNorth
1977,Sockeye,Wood,Bristol Bay,North,562,3289,SockeyeWoodBristol BayNorth
1978,Sockeye,Wood,Bristol Bay,North,2267,3288,SockeyeWoodBristol BayNorth
1979,Sockeye,Wood,Bristol Bay,North,1706,4182,SockeyeWoodBristol BayNorth
1980,Sockeye,Wood,Bristol Bay,North,2969,1606,SockeyeWoodBristol BayNorth
1981,Sockeye,Wood,Bristol Bay,North,1233,1909,SockeyeWoodBristol BayNorth
1982,Sockeye,Wood,Bristol Bay,North,976,1438,SockeyeWoodBristol BayNorth
1983,Sockeye,Wood,Bristol Bay,North,1361,3194,SockeyeWoodBristol BayNorth
1984,Sockeye,Wood,Bristol Bay,North,1003,1997,SockeyeWoodBristol BayNorth
1985,Sockeye,Wood,Bristol Bay,North,939,2615,SockeyeWoodBristol BayNorth
1986,Sockeye,Wood,Bristol Bay,North,819,3414,SockeyeWoodBristol BayNorth
1987,Sockeye,Wood,Bristol Bay,North,1337,2463,SockeyeWoodBristol BayNorth
1988,Sockeye,Wood,Bristol Bay,North,867,3237,SockeyeWoodBristol BayNorth
1989,Sockeye,Wood,Bristol Bay,North,1186,4318,SockeyeWoodBristol BayNorth
1990,Sockeye,Wood,Bristol Bay,North,1069,2785.06,SockeyeWoodBristol BayNorth
1991,Sockeye,Wood,Bristol Bay,North,1160,5329.17,SockeyeWoodBristol BayNorth
1992,Sockeye,Wood,Bristol Bay,North,1286,4285,SockeyeWoodBristol BayNorth
1993,Sockeye,Wood,Bristol Bay,North,1176,3154,SockeyeWoodBristol BayNorth
1994,Sockeye,Wood,Bristol Bay,North,1472,5292,SockeyeWoodBristol BayNorth
1995,Sockeye,Wood,Bristol Bay,North,1482,6369,SockeyeWoodBristol BayNorth
1996,Sockeye,Wood,Bristol Bay,North,1650,-1,SockeyeWoodBristol BayNorth
1997,Sockeye,Wood,Bristol Bay,North,1512,-1,SockeyeWoodBristol BayNorth
1998,Sockeye,Wood,Bristol Bay,North,1756,-1,SockeyeWoodBristol BayNorth
1968,Chum,Willapa,Washington Outer Coast,South,13.20,102.45,ChumWillapaWashington Outer CoastSouth
1969,Chum,Willapa,Washington Outer Coast,South,33.90,49.56,ChumWillapaWashington Outer CoastSouth
1970,Chum,Willapa,Washington Outer Coast,South,23.10,32.83,ChumWillapaWashington Outer CoastSouth
1971,Chum,Willapa,Washington Outer Coast,South,37.60,28.03,ChumWillapaWashington Outer CoastSouth
1972,Chum,Willapa,Washington Outer Coast,South,22.40,70.22,ChumWillapaWashington Outer CoastSouth
1973,Chum,Willapa,Washington Outer Coast,South,14.50,10.96,ChumWillapaWashington Outer CoastSouth
1974,Chum,Willapa,Washington Outer Coast,South,12.20,82.71,ChumWillapaWashington Outer CoastSouth
1975,Chum,Willapa,Washington Outer Coast,South,12.60,5.13,ChumWillapaWashington Outer CoastSouth
1976,Chum,Willapa,Washington Outer Coast,South,16.50,37.76,ChumWillapaWashington Outer CoastSouth
1977,Chum,Willapa,Washington Outer Coast,South,40.20,60.29,ChumWillapaWashington Outer CoastSouth
1978,Chum,Willapa,Washington Outer Coast,South,18.90,157.31,ChumWillapaWashington Outer CoastSouth
1979,Chum,Willapa,Washington Outer Coast,South,6.40,40.61,ChumWillapaWashington Outer CoastSouth
1980,Chum,Willapa,Washington Outer Coast,South,37.30,49.59,ChumWillapaWashington Outer CoastSouth
1981,Chum,Willapa,Washington Outer Coast,South,22.10,56.76,ChumWillapaWashington Outer CoastSouth
1982,Chum,Willapa,Washington Outer Coast,South,66.90,112.55,ChumWillapaWashington Outer CoastSouth
1983,Chum,Willapa,Washington Outer Coast,South,20.90,41.94,ChumWillapaWashington Outer CoastSouth
1984,Chum,Willapa,Washington Outer Coast,South,42.50,250.65,ChumWillapaWashington Outer CoastSouth
1985,Chum,Willapa,Washington Outer Coast,South,51.30,16.46,ChumWillapaWashington Outer CoastSouth
1986,Chum,Willapa,Washington Outer Coast,South,32.40,33.92,ChumWillapaWashington Outer CoastSouth
1987,Chum,Willapa,Washington Outer Coast,South,31.90,45.64,ChumWillapaWashington Outer CoastSouth
1988,Chum,Willapa,Washington Outer Coast,South,61.90,138.67,ChumWillapaWashington Outer CoastSouth
1989,Chum,Willapa,Washington Outer Coast,South,17.10,24.16,ChumWillapaWashington Outer CoastSouth
1990,Chum,Willapa,Washington Outer Coast,South,17.76,28.89,ChumWillapaWashington Outer CoastSouth
1991,Chum,Willapa,Washington Outer Coast,South,33.97,24.38,ChumWillapaWashington Outer CoastSouth
1992,Chum,Willapa,Washington Outer Coast,South,37.07,27.91,ChumWillapaWashington Outer CoastSouth
1993,Chum,Willapa,Washington Outer Coast,South,34.64,25.97,ChumWillapaWashington Outer CoastSouth
1994,Chum,Willapa,Washington Outer Coast,South,30.53,-1.00,ChumWillapaWashington Outer CoastSouth
1995,Chum,Willapa,Washington Outer Coast,South,24.70,-1.00,ChumWillapaWashington Outer CoastSouth
1969,Chum,Grays Harbour,Washington Outer Coast,South,11.15,46.16,ChumGrays HarbourWashington Outer CoastSouth
1970,Chum,Grays Harbour,Washington Outer Coast,South,15.70,39.29,ChumGrays HarbourWashington Outer CoastSouth
1971,Chum,Grays Harbour,Washington Outer Coast,South,10.25,16.84,ChumGrays HarbourWashington Outer CoastSouth
1972,Chum,Grays Harbour,Washington Outer Coast,South,8.00,48.67,ChumGrays HarbourWashington Outer CoastSouth
1973,Chum,Grays Harbour,Washington Outer Coast,South,12.35,7.51,ChumGrays HarbourWashington Outer CoastSouth
1977,Chum,Grays Harbour,Washington Outer Coast,South,21.00,56.90,ChumGrays HarbourWashington Outer CoastSouth
1978,Chum,Grays Harbour,Washington Outer Coast,South,11.00,100.07,ChumGrays HarbourWashington Outer CoastSouth
1980,Chum,Grays Harbour,Washington Outer Coast,South,24.70,32.67,ChumGrays HarbourWashington Outer CoastSouth
1981,Chum,Grays Harbour,Washington Outer Coast,South,18.05,56.23,ChumGrays HarbourWashington Outer CoastSouth
1982,Chum,Grays Harbour,Washington Outer Coast,South,35.10,75.03,ChumGrays HarbourWashington Outer CoastSouth
1983,Chum,Grays Harbour,Washington Outer Coast,South,21.00,19.31,ChumGrays HarbourWashington Outer CoastSouth
1984,Chum,Grays Harbour,Washington Outer Coast,South,23.70,193.49,ChumGrays HarbourWashington Outer CoastSouth
1985,Chum,Grays Harbour,Washington Outer Coast,South,31.30,10.37,ChumGrays HarbourWashington Outer CoastSouth
1986,Chum,Grays Harbour,Washington Outer Coast,South,19.55,13.89,ChumGrays HarbourWashington Outer CoastSouth
1987,Chum,Grays Harbour,Washington Outer Coast,South,9.48,34.26,ChumGrays HarbourWashington Outer CoastSouth
1988,Chum,Grays Harbour,Washington Outer Coast,South,62.18,108.44,ChumGrays HarbourWashington Outer CoastSouth
1989,Chum,Grays Harbour,Washington Outer Coast,South,9.08,25.04,ChumGrays HarbourWashington Outer CoastSouth
1990,Chum,Grays Harbour,Washington Outer Coast,South,8.97,24.95,ChumGrays HarbourWashington Outer CoastSouth
1991,Chum,Grays Harbour,Washington Outer Coast,South,17.94,9.41,ChumGrays HarbourWashington Outer CoastSouth
1992,Chum,Grays Harbour,Washington Outer Coast,South,38.30,21.44,ChumGrays HarbourWashington Outer CoastSouth
1993,Chum,Grays Harbour,Washington Outer Coast,South,21.06,18.39,ChumGrays HarbourWashington Outer CoastSouth
1994,Chum,Grays Harbour,Washington Outer Coast,South,24.59,-1.00,ChumGrays HarbourWashington Outer CoastSouth
1995,Chum,Grays Harbour,Washington Outer Coast,South,12.62,-1.00,ChumGrays HarbourWashington Outer CoastSouth
1968,Chum,Skagit,Puget Sound,South,44.05,179.28,ChumSkagitPuget SoundSouth
1969,Chum,Skagit,Puget Sound,South,22.39,84.70,ChumSkagitPuget SoundSouth
1970,Chum,Skagit,Puget Sound,South,127.59,148.37,ChumSkagitPuget SoundSouth
1971,Chum,Skagit,Puget Sound,South,48.83,48.32,ChumSkagitPuget SoundSouth
1972,Chum,Skagit,Puget Sound,South,144.73,134.85,ChumSkagitPuget SoundSouth
1973,Chum,Skagit,Puget Sound,South,83.50,48.14,ChumSkagitPuget SoundSouth
1974,Chum,Skagit,Puget Sound,South,160.25,213.87,ChumSkagitPuget SoundSouth
1975,Chum,Skagit,Puget Sound,South,15.76,43.01,ChumSkagitPuget SoundSouth
1976,Chum,Skagit,Puget Sound,South,93.00,118.05,ChumSkagitPuget SoundSouth
1977,Chum,Skagit,Puget Sound,South,36.00,77.46,ChumSkagitPuget SoundSouth
1978,Chum,Skagit,Puget Sound,South,132.90,292.93,ChumSkagitPuget SoundSouth
1979,Chum,Skagit,Puget Sound,South,23.51,22.06,ChumSkagitPuget SoundSouth
1980,Chum,Skagit,Puget Sound,South,19.43,35.41,ChumSkagitPuget SoundSouth
1981,Chum,Skagit,Puget Sound,South,16.94,96.02,ChumSkagitPuget SoundSouth
1982,Chum,Skagit,Puget Sound,South,142.54,381.36,ChumSkagitPuget SoundSouth
1983,Chum,Skagit,Puget Sound,South,3.93,23.59,ChumSkagitPuget SoundSouth
1984,Chum,Skagit,Puget Sound,South,46.82,185.67,ChumSkagitPuget SoundSouth
1985,Chum,Skagit,Puget Sound,South,45.19,25.22,ChumSkagitPuget SoundSouth
1986,Chum,Skagit,Puget Sound,South,81.87,322.08,ChumSkagitPuget SoundSouth
1987,Chum,Skagit,Puget Sound,South,42.85,33.93,ChumSkagitPuget SoundSouth
1988,Chum,Skagit,Puget Sound,South,119.79,203.80,ChumSkagitPuget SoundSouth
1989,Chum,Skagit,Puget Sound,South,13.90,32.75,ChumSkagitPuget SoundSouth
1990,Chum,Skagit,Puget Sound,South,110.57,304.23,ChumSkagitPuget SoundSouth
1991,Chum,Skagit,Puget Sound,South,22.00,27.20,ChumSkagitPuget SoundSouth
1992,Chum,Skagit,Puget Sound,South,95.94,144.38,ChumSkagitPuget SoundSouth
1993,Chum,Skagit,Puget Sound,South,16.67,17.07,ChumSkagitPuget SoundSouth
1994,Chum,Skagit,Puget Sound,South,121.78,-1.00,ChumSkagitPuget SoundSouth
1995,Chum,Skagit,Puget Sound,South,38.67,-1.00,ChumSkagitPuget SoundSouth
1968,Chum,Nooksack,Puget Sound,South,10.78,39.93,ChumNooksackPuget SoundSouth
1969,Chum,Nooksack,Puget Sound,South,26.79,34.17,ChumNooksackPuget SoundSouth
1970,Chum,Nooksack,Puget Sound,South,33.60,21.61,ChumNooksackPuget SoundSouth
1971,Chum,Nooksack,Puget Sound,South,9.34,11.15,ChumNooksackPuget SoundSouth
1972,Chum,Nooksack,Puget Sound,South,26.78,31.91,ChumNooksackPuget SoundSouth
1973,Chum,Nooksack,Puget Sound,South,26.01,46.86,ChumNooksackPuget SoundSouth
1974,Chum,Nooksack,Puget Sound,South,9.59,36.90,ChumNooksackPuget SoundSouth
1975,Chum,Nooksack,Puget Sound,South,6.01,29.93,ChumNooksackPuget SoundSouth
1976,Chum,Nooksack,Puget Sound,South,4.85,13.63,ChumNooksackPuget SoundSouth
1977,Chum,Nooksack,Puget Sound,South,21.26,89.03,ChumNooksackPuget SoundSouth
1978,Chum,Nooksack,Puget Sound,South,14.68,106.39,ChumNooksackPuget SoundSouth
1979,Chum,Nooksack,Puget Sound,South,27.39,51.46,ChumNooksackPuget SoundSouth
1980,Chum,Nooksack,Puget Sound,South,25.45,92.74,ChumNooksackPuget SoundSouth
1981,Chum,Nooksack,Puget Sound,South,62.36,175.68,ChumNooksackPuget SoundSouth
1982,Chum,Nooksack,Puget Sound,South,44.29,85.50,ChumNooksackPuget SoundSouth
1983,Chum,Nooksack,Puget Sound,South,20.70,68.02,ChumNooksackPuget SoundSouth
1984,Chum,Nooksack,Puget Sound,South,45.90,108.30,ChumNooksackPuget SoundSouth
1985,Chum,Nooksack,Puget Sound,South,40.35,37.12,ChumNooksackPuget SoundSouth
1986,Chum,Nooksack,Puget Sound,South,20.33,81.13,ChumNooksackPuget SoundSouth
1987,Chum,Nooksack,Puget Sound,South,15.83,44.41,ChumNooksackPuget SoundSouth
1988,Chum,Nooksack,Puget Sound,South,35.21,72.73,ChumNooksackPuget SoundSouth
1989,Chum,Nooksack,Puget Sound,South,11.67,66.44,ChumNooksackPuget SoundSouth
1990,Chum,Nooksack,Puget Sound,South,31.09,156.88,ChumNooksackPuget SoundSouth
1991,Chum,Nooksack,Puget Sound,South,31.30,61.15,ChumNooksackPuget SoundSouth
1992,Chum,Nooksack,Puget Sound,South,43.28,69.63,ChumNooksackPuget SoundSouth
1993,Chum,Nooksack,Puget Sound,South,25.31,52.14,ChumNooksackPuget SoundSouth
1994,Chum,Nooksack,Puget Sound,South,92.16,-1.00,ChumNooksackPuget SoundSouth
1995,Chum,Nooksack,Puget Sound,South,35.86,-1.00,ChumNooksackPuget SoundSouth
1968,Chum,Stillaguamish,Puget Sound,South,39.26,74.48,ChumStillaguamishPuget SoundSouth
1969,Chum,Stillaguamish,Puget Sound,South,27.50,30.37,ChumStillaguamishPuget SoundSouth
1970,Chum,Stillaguamish,Puget Sound,South,75.22,63.61,ChumStillaguamishPuget SoundSouth
1971,Chum,Stillaguamish,Puget Sound,South,17.79,22.78,ChumStillaguamishPuget SoundSouth
1972,Chum,Stillaguamish,Puget Sound,South,32.75,90.17,ChumStillaguamishPuget SoundSouth
1973,Chum,Stillaguamish,Puget Sound,South,16.20,39.74,ChumStillaguamishPuget SoundSouth
1974,Chum,Stillaguamish,Puget Sound,South,56.11,117.61,ChumStillaguamishPuget SoundSouth
